"name","smiles","inchi","mass"
"CH3OCH2O2","COCO[O]","InChI=1S/C2H5O3/c1-4-2-5-3/h2H2,1H3",77.0593
"CH3OCHO","COC=O","InChI=1S/C2H4O2/c1-4-2-3/h2H,1H3",60.0520
"CH3OCH2NO3","COCON(=O)=O","InChI=1S/C2H5NO4/c1-6-2-7-3(4)5/h2H2,1H3",107.0654
"CH3OCH2O","COC[O]","InChI=1S/C2H5O2/c1-4-2-3/h2H2,1H3",61.0599
"CH3OCH2OOH","COCOO","InChI=1S/C2H6O3/c1-4-2-5-3/h3H,2H2,1H3",78.0672
"CH3OCH2OH","COCO","InChI=1S/C2H6O2/c1-4-2-3/h3H,2H2,1H3",62.0678
"CHOOCH2O2","[O]OCOC=O","InChI=1S/C2H3O4/c3-1-5-2-6-4/h1H,2H2",91.0428
"CHOOCH2OOH","OOCOC=O","InChI=1S/C2H4O4/c3-1-5-2-6-4/h1,4H,2H2",92.0508
"CHOOCHO","O=COC=O","InChI=1S/C2H2O3/c3-1-5-2-4/h1-2H",74.0355
"CHOOCH2OH","OCOC=O","InChI=1S/C2H4O3/c3-1-5-2-4/h1,4H,2H2",76.0514
"CHOOCH2O","[O]COC=O","InChI=1S/C2H3O3/c3-1-5-2-4/h1H,2H2",75.0434
"CHOOCH2NO3","O=COCON(=O)=O","InChI=1S/C2H3NO5/c4-1-7-2-8-3(5)6/h1H,2H2",121.0489
"DIETETHER","CCOCC","InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",74.1216
"DIETETO2","CC(OCC)O[O]","InChI=1S/C4H9O3/c1-3-6-4(2)7-5/h4H,3H2,1-2H3",105.1125
"DIETETNO3","CCOC(C)ON(=O)=O","InChI=1S/C4H9NO4/c1-3-8-4(2)9-5(6)7/h4H,3H2,1-2H3",135.1186
"DIETETOOH","CC(OCC)OO","InChI=1S/C4H10O3/c1-3-6-4(2)7-5/h4-5H,3H2,1-2H3",106.1204
"DIETETOH","CCOC(C)O","InChI=1S/C4H10O2/c1-3-6-4(2)5/h4-5H,3H2,1-2H3",90.1210
"ETHFORM","CCOC=O","InChI=1S/C3H6O2/c1-2-5-3-4/h3H,2H2,1H3",74.0785
"ETHFORMO2","CC(OC=O)O[O]","InChI=1S/C3H5O4/c1-3(7-5)6-2-4/h2-3H,1H3",105.0694
"ETHFORMNO3","O=COC(C)ON(=O)=O","InChI=1S/C3H5NO5/c1-3(8-2-5)9-4(6)7/h2-3H,1H3",135.0755
"ETHFORMOOH","CC(OC=O)OO","InChI=1S/C3H6O4/c1-3(7-5)6-2-4/h2-3,5H,1H3",106.0773
"ETHFORMOH","CC(O)OC=O","InChI=1S/C3H6O3/c1-3(5)6-2-4/h2-3,5H,1H3",90.0779
"DIETETO","CCOC(C)[O]","InChI=1S/C4H9O2/c1-3-6-4(2)5/h4H,3H2,1-2H3",89.1131
"ETHFORMO","CC([O])OC=O","InChI=1S/C3H5O3/c1-3(5)6-2-4/h2-3H,1H3",89.0700
"DIIPRETHER","CC(C)OC(C)C","InChI=1S/C6H14O/c1-5(2)7-6(3)4/h5-6H,1-4H3",102.1748
"DIIPRETO2","[O]OC(C)(C)OC(C)C","InChI=1S/C6H13O3/c1-5(2)8-6(3,4)9-7/h5H,1-4H3",133.1656
"DIIPRETNO3","CC(C)OC(C)(C)ON(=O)=O","InChI=1S/C6H13NO4/c1-5(2)10-6(3,4)11-7(8)9/h5H,1-4H3",163.1717
"DIIPRETOOH","OOC(C)(C)OC(C)C","InChI=1S/C6H14O3/c1-5(2)8-6(3,4)9-7/h5,7H,1-4H3",134.1736
"DIIPRETOH","CC(C)OC(C)(C)O","InChI=1S/C6H14O2/c1-5(2)8-6(3,4)7/h5,7H,1-4H3",118.1742
"DIIPRETO","CC(C)OC(C)(C)[O]","InChI=1S/C6H13O2/c1-5(2)8-6(3,4)7/h5H,1-4H3",117.1662
"MTBE","COC(C)(C)C","InChI=1S/C5H12O/c1-5(2,3)6-4/h1-4H3",88.1482
"MTBEAO2","[O]OCOC(C)(C)C","InChI=1S/C5H11O3/c1-5(2,3)7-4-8-6/h4H2,1-3H3",119.1390
"MTBEBO2","[O]OCC(C)(C)OC","InChI=1S/C5H11O3/c1-5(2,7-3)4-8-6/h4H2,1-3H3",119.1390
"MTBEAO","[O]COC(C)(C)C","InChI=1S/C5H11O2/c1-5(2,3)7-4-6/h4H2,1-3H3",103.1396
"MTBEANO3","O=N(=O)OCOC(C)(C)C","InChI=1S/C5H11NO4/c1-5(2,3)9-4-10-6(7)8/h4H2,1-3H3",149.1451
"MTBEAOOH","OOCOC(C)(C)C","InChI=1S/C5H12O3/c1-5(2,3)7-4-8-6/h6H,4H2,1-3H3",120.1470
"MTBEACHO","O=COC(C)(C)C","InChI=1S/C5H10O2/c1-5(2,3)7-4-6/h4H,1-3H3",102.1317
"MTBEAOH","OCOC(C)(C)C","InChI=1S/C5H12O2/c1-5(2,3)7-4-6/h6H,4H2,1-3H3",104.1476
"MTBEBNO3","COC(C)(C)CON(=O)=O","InChI=1S/C5H11NO4/c1-5(2,9-3)4-10-6(7)8/h4H2,1-3H3",149.1451
"MTBEBO","[O]CC(C)(C)OC","InChI=1S/C5H11O2/c1-5(2,4-6)7-3/h4H2,1-3H3",103.1396
"MTBEBOOH","OOCC(C)(C)OC","InChI=1S/C5H12O3/c1-5(2,7-3)4-8-6/h6H,4H2,1-3H3",120.1470
"MTBEBCHO","COC(C)(C)C=O","InChI=1S/C5H10O2/c1-5(2,4-6)7-3/h4H,1-3H3",102.1317
"MTBEBOH","OCC(C)(C)OC","InChI=1S/C5H12O2/c1-5(2,4-6)7-3/h6H,4H2,1-3H3",104.1476
"MTBEACHOO2","[O]OCC(C)(C)OC=O","InChI=1S/C5H9O4/c1-5(2,3-9-7)8-4-6/h4H,3H2,1-2H3",133.1226
"MTBEACHOO","O=COC(C)(C)C[O]","InChI=1S/C5H9O3/c1-5(2,3-6)8-4-7/h4H,3H2,1-2H3",117.1232
"MTBEAALNO3","O=COC(C)(C)CON(=O)=O","InChI=1S/C5H9NO5/c1-5(2,10-4-7)3-11-6(8)9/h4H,3H2,1-2H3",163.1287
"MTBEAALOOH","OOCC(C)(C)OC=O","InChI=1S/C5H10O4/c1-5(2,3-9-7)8-4-6/h4,7H,3H2,1-2H3",134.1305
"MTBEACHO13","O=COC(C)(C)C=O","InChI=1S/C5H8O3/c1-5(2,3-6)8-4-7/h3-4H,1-2H3",116.1152
"MTBEACHOHO","O=COC(C)(C)CO","InChI=1S/C5H10O3/c1-5(2,3-6)8-4-7/h4,6H,3H2,1-2H3",118.1311
"MTBEBCO3","[O]OC(=O)C(C)(C)OC","InChI=1S/C5H9O4/c1-5(2,8-3)4(6)9-7/h1-3H3",133.1226
"MTBEBCO2","COC(C)(C)C(=O)[O]","InChI=1S/C5H9O3/c1-5(2,8-3)4(6)7/h1-3H3",117.1232
"MTBEBPAN","COC(C)(C)C(=O)OON(=O)=O","InChI=1S/C5H9NO6/c1-5(2,10-3)4(7)11-12-6(8)9/h1-3H3",179.1281
"MTBEBCO3H","OOC(=O)C(C)(C)OC","InChI=1S/C5H10O4/c1-5(2,8-3)4(6)9-7/h7H,1-3H3",134.1305
"MTBEBCO2H","COC(C)(C)C(=O)O","InChI=1S/C5H10O3/c1-5(2,8-3)4(6)7/h1-3H3,(H,6,7)",118.1311
"IPRMEETO2","COC(C)(C)O[O]","InChI=1S/C4H9O3/c1-4(2,6-3)7-5/h1-3H3",105.1125
"IPRMEETO","COC(C)(C)[O]","InChI=1S/C4H9O2/c1-4(2,5)6-3/h1-3H3",89.1131
"IPRMETOOH","COC(C)(C)OO","InChI=1S/C4H10O3/c1-4(2,6-3)7-5/h5H,1-3H3",106.1204
"IPRMEETOH","COC(C)(C)O","InChI=1S/C4H10O2/c1-4(2,5)6-3/h5H,1-3H3",90.1210
"IPRFORMO2","O=COC(C)(C)O[O]","InChI=1S/C4H7O4/c1-4(2,8-6)7-3-5/h3H,1-2H3",119.0960
"IPRFORMO","O=COC(C)(C)[O]","InChI=1S/C4H7O3/c1-4(2,6)7-3-5/h3H,1-2H3",103.0966
"IPRFORMOOH","O=COC(C)(C)OO","InChI=1S/C4H8O4/c1-4(2,8-6)7-3-5/h3,6H,1-2H3",120.1039
"IPRFORMOH","O=COC(C)(C)O","InChI=1S/C4H8O3/c1-4(2,6)7-3-5/h3,6H,1-2H3",104.1045
"MTBEAALCO3","O=COC(C)(C)C(=O)O[O]","InChI=1S/C5H7O5/c1-5(2,9-3-6)4(7)10-8/h3H,1-2H3",147.1061
"MTBEAALCO2","O=COC(C)(C)C(=O)[O]","InChI=1S/C5H7O4/c1-5(2,4(7)8)9-3-6/h3H,1-2H3",131.1067
"MTBEAALPAN","O=COC(C)(C)C(=O)OON(=O)=O","InChI=1S/C5H7NO7/c1-5(2,11-3-7)4(8)12-13-6(9)10/h3H,1-2H3",193.1116
"MTBEALCO3H","O=COC(C)(C)C(=O)OO","InChI=1S/C5H8O5/c1-5(2,9-3-6)4(7)10-8/h3,8H,1-2H3",148.1140
"MTBEALCO2H","O=COC(C)(C)C(=O)O","InChI=1S/C5H8O4/c1-5(2,4(7)8)9-3-6/h3H,1-2H3,(H,7,8)",132.1146
"ETBE","CCOC(C)(C)C","InChI=1S/C6H14O/c1-5-7-6(2,3)4/h5H2,1-4H3",102.1748
"ETBEAO2","CCOC(C)(C)CO[O]","InChI=1S/C6H13O3/c1-4-8-6(2,3)5-9-7/h4-5H2,1-3H3",133.1656
"ETBEBO2","[O]OC(C)OC(C)(C)C","InChI=1S/C6H13O3/c1-5(9-7)8-6(2,3)4/h5H,1-4H3",133.1656
"ETBEAO","CCOC(C)(C)C[O]","InChI=1S/C6H13O2/c1-4-8-6(2,3)5-7/h4-5H2,1-3H3",117.1662
"ETBEANO3","CCOC(C)(C)CON(=O)=O","InChI=1S/C6H13NO4/c1-4-10-6(2,3)5-11-7(8)9/h4-5H2,1-3H3",163.1717
"ETBEAOOH","CCOC(C)(C)COO","InChI=1S/C6H14O3/c1-4-8-6(2,3)5-9-7/h7H,4-5H2,1-3H3",134.1736
"ETBEACHO","CCOC(C)(C)C=O","InChI=1S/C6H12O2/c1-4-8-6(2,3)5-7/h5H,4H2,1-3H3",116.1583
"ETBEAOH","CCOC(C)(C)CO","InChI=1S/C6H14O2/c1-4-8-6(2,3)5-7/h7H,4-5H2,1-3H3",118.1742
"ETBEBO","CC([O])OC(C)(C)C","InChI=1S/C6H13O2/c1-5(7)8-6(2,3)4/h5H,1-4H3",117.1662
"ETBEBNO3","O=N(=O)OC(C)OC(C)(C)C","InChI=1S/C6H13NO4/c1-5(11-7(8)9)10-6(2,3)4/h5H,1-4H3",163.1717
"ETBEBOOH","OOC(C)OC(C)(C)C","InChI=1S/C6H14O3/c1-5(9-7)8-6(2,3)4/h5,7H,1-4H3",134.1736
"TBUACET","CC(=O)OC(C)(C)C","InChI=1S/C6H12O2/c1-5(7)8-6(2,3)4/h1-4H3",116.1583
"ETBEBOH","CC(O)OC(C)(C)C","InChI=1S/C6H14O2/c1-5(7)8-6(2,3)4/h5,7H,1-4H3",118.1742
"EIPEO2","CCOC(C)(C)O[O]","InChI=1S/C5H11O3/c1-4-7-5(2,3)8-6/h4H2,1-3H3",119.1390
"EIPEO","CCOC(C)(C)[O]","InChI=1S/C5H11O2/c1-4-7-5(2,3)6/h4H2,1-3H3",103.1396
"EIPEOOH","CCOC(C)(C)OO","InChI=1S/C5H12O3/c1-4-7-5(2,3)8-6/h6H,4H2,1-3H3",120.1470
"EIPEOH","CCOC(C)(C)O","InChI=1S/C5H12O2/c1-4-7-5(2,3)6/h6H,4H2,1-3H3",104.1476
"ETBEACO3","CCOC(C)(C)C(=O)O[O]","InChI=1S/C6H11O4/c1-4-9-6(2,3)5(7)10-8/h4H2,1-3H3",147.1491
"ETBEACO2","CCOC(C)(C)C(=O)[O]","InChI=1S/C6H11O3/c1-4-9-6(2,3)5(7)8/h4H2,1-3H3",131.1497
"ETBEAPAN","CCOC(C)(C)C(=O)OON(=O)=O","InChI=1S/C6H11NO6/c1-4-11-6(2,3)5(8)12-13-7(9)10/h4H2,1-3H3",193.1546
"ETBEACO3H","CCOC(C)(C)C(=O)OO","InChI=1S/C6H12O4/c1-4-9-6(2,3)5(7)10-8/h8H,4H2,1-3H3",148.1571
"MCOOTBO2","[O]OCC(C)(C)OC(=O)C","InChI=1S/C6H11O4/c1-5(7)10-6(2,3)4-9-8/h4H2,1-3H3",147.1491
"MCOOTBO","[O]CC(C)(C)OC(=O)C","InChI=1S/C6H11O3/c1-5(8)9-6(2,3)4-7/h4H2,1-3H3",131.1497
"MCOOTBOOH","OOCC(C)(C)OC(=O)C","InChI=1S/C6H12O4/c1-5(7)10-6(2,3)4-9-8/h8H,4H2,1-3H3",148.1571
"MO2EOL","COCCO","InChI=1S/C3H8O2/c1-5-3-2-4/h4H,2-3H2,1H3",76.0944
"MO2EOLAO2","COC(CO)O[O]","InChI=1S/C3H7O4/c1-6-3(2-4)7-5/h3-4H,2H2,1H3",107.0853
"MEMOXYCHO","COCC=O","InChI=1S/C3H6O2/c1-5-3-2-4/h2H,3H2,1H3",74.0785
"MO2EOLBO2","OCCOCO[O]","InChI=1S/C3H7O4/c4-1-2-6-3-7-5/h4H,1-3H2",107.0853
"MO2EOLAOOH","COC(CO)OO","InChI=1S/C3H8O4/c1-6-3(2-4)7-5/h3-5H,2H2,1H3",108.0932
"MOXCOCH2OH","COC(=O)CO","InChI=1S/C3H6O3/c1-6-3(5)2-4/h4H,2H2,1H3",90.0779
"MO2EOLA2OH","COC(O)CO","InChI=1S/C3H8O3/c1-6-3(5)2-4/h3-5H,2H2,1H3",92.0938
"ETOHOCHO","OCCOC=O","InChI=1S/C3H6O3/c4-1-2-6-3-5/h3-4H,1-2H2",90.0779
"MO2EOLBOOH","OCCOCOO","InChI=1S/C3H8O4/c4-1-2-6-3-7-5/h4-5H,1-3H2",108.0932
"MO2EOLB2OH","OCOCCO","InChI=1S/C3H8O3/c4-1-2-6-3-5/h4-5H,1-3H2",92.0938
"MEMOXYCO3","COCC(=O)O[O]","InChI=1S/C3H5O4/c1-6-2-3(4)7-5/h2H2,1H3",105.0694
"MEMOXYCO2","COCC(=O)[O]","InChI=1S/C3H5O3/c1-6-2-3(4)5/h2H2,1H3",89.0700
"MEMOXYPAN","COCC(=O)OON(=O)=O","InChI=1S/C3H5NO6/c1-8-2-3(5)9-10-4(6)7/h2H2,1H3",151.0749
"MEMOXYCO3H","COCC(=O)OO","InChI=1S/C3H6O4/c1-6-2-3(4)7-5/h5H,2H2,1H3",106.0773
"MEMOXYCO2H","COCC(=O)O","InChI=1S/C3H6O3/c1-6-2-3(4)5/h2H2,1H3,(H,4,5)",90.0779
"MOXYCOCHO","COC(=O)C=O","InChI=1S/C3H4O3/c1-6-3(5)2-4/h2H,1H3",88.0621
"MOXY2CHO","O=COCC=O","InChI=1S/C3H4O3/c4-1-2-6-3-5/h1,3H,2H2",88.0621
"CHOCOMOXO2","[O]OCOC(=O)C=O","InChI=1S/C3H3O5/c4-1-3(5)7-2-8-6/h1H,2H2",119.0529
"ALCOMOXOOH","OOCOC(=O)C=O","InChI=1S/C3H4O5/c4-1-3(5)7-2-8-6/h1,6H,2H2",120.0609
"MO2EOLANO3","OCC(OC)ON(=O)=O","InChI=1S/C3H7NO5/c1-8-3(2-5)9-4(6)7/h3,5H,2H2,1H3",137.0914
"MO2EOLBNO3","OCCOCON(=O)=O","InChI=1S/C3H7NO5/c5-1-2-8-3-9-4(6)7/h5H,1-3H2",137.0914
"CHOOMCO3","[O]OC(=O)COC=O","InChI=1S/C3H3O5/c4-2-7-1-3(5)8-6/h2H,1H2",119.0529
"CHOOMCO2","O=COCC(=O)[O]","InChI=1S/C3H3O4/c4-2-7-1-3(5)6/h2H,1H2",103.0535
"CHOOMPAN","O=COCC(=O)OON(=O)=O","InChI=1S/C3H3NO7/c5-2-9-1-3(6)10-11-4(7)8/h2H,1H2",165.0584
"CHOOMCO3H","OOC(=O)COC=O","InChI=1S/C3H4O5/c4-2-7-1-3(5)8-6/h2,6H,1H2",120.0609
"CHOOMCO2H","O=COCC(O)O","InChI=1S/C3H6O4/c4-2-7-1-3(5)6/h2-3,5-6H,1H2",105.0694
"MO2EOLAO","COC([O])CO","InChI=1S/C3H7O3/c1-6-3(5)2-4/h3-4H,2H2,1H3",91.0859
"MO2EOLBO","[O]COCCO","InChI=1S/C3H7O3/c4-1-2-6-3-5/h4H,1-3H2",91.0859
"CHOCOMOXO","[O]COC(=O)C=O","InChI=1S/C3H3O4/c4-1-3(6)7-2-5/h1H,2H2",103.0535
"EOX2EOL","OCCOCC","InChI=1S/C4H10O2/c1-2-6-4-3-5/h5H,2-4H2,1H3",90.1210
"EOX2EOLAO2","CCOC(CO)O[O]","InChI=1S/C4H9O4/c1-2-7-4(3-5)8-6/h4-5H,2-3H2,1H3",121.1119
"EOX2EOLBO2","OCCOC(C)O[O]","InChI=1S/C4H9O4/c1-4(8-6)7-3-2-5/h4-5H,2-3H2,1H3",121.1119
"EOX2ETCHO","CCOCC=O","InChI=1S/C4H8O2/c1-2-6-4-3-5/h3H,2,4H2,1H3",88.1051
"EOX2OLANO3","CCOC(CO)ON(=O)=O","InChI=1S/C4H9NO5/c1-2-9-4(3-6)10-5(7)8/h4,6H,2-3H2,1H3",151.1180
"EOX2OLAOOH","CCOC(CO)OO","InChI=1S/C4H10O4/c1-2-7-4(3-5)8-6/h4-6H,2-3H2,1H3",122.1198
"EOX2COMEOH","CCOC(=O)CO","InChI=1S/C4H8O3/c1-2-7-4(6)3-5/h5H,2-3H2,1H3",104.1045
"EOX2ETA2OH","CCOC(O)CO","InChI=1S/C4H10O3/c1-2-7-4(6)3-5/h4-6H,2-3H2,1H3",106.1204
"EOX2OLBNO3","OCCOC(C)ON(=O)=O","InChI=1S/C4H9NO5/c1-4(9-3-2-6)10-5(7)8/h4,6H,2-3H2,1H3",151.1180
"EOX2OLBOOH","OCCOC(C)OO","InChI=1S/C4H10O4/c1-4(8-6)7-3-2-5/h4-6H,2-3H2,1H3",122.1198
"ETACETOH","CC(=O)OCCO","InChI=1S/C4H8O3/c1-4(6)7-3-2-5/h5H,2-3H2,1H3",104.1045
"EOX2ETB2OH","OCCOC(C)O","InChI=1S/C4H10O3/c1-4(6)7-3-2-5/h4-6H,2-3H2,1H3",106.1204
"EOX2MECO3","CCOCC(=O)O[O]","InChI=1S/C4H7O4/c1-2-7-3-4(5)8-6/h2-3H2,1H3",119.0960
"EOX2MECO2","CCOCC(=O)[O]","InChI=1S/C4H7O3/c1-2-7-3-4(5)6/h2-3H2,1H3",103.0966
"ETOMEO2","CCOCO[O]","InChI=1S/C3H7O3/c1-2-5-3-6-4/h2-3H2,1H3",91.0859
"ETOMEO","CCOC[O]","InChI=1S/C3H7O2/c1-2-5-3-4/h2-3H2,1H3",75.0865
"ETOMENO3","CCOCN(=O)=O","InChI=1S/C3H7NO3/c1-2-7-3-4(5)6/h2-3H2,1H3",105.0926
"ETOMEOOH","CCOCOO","InChI=1S/C3H8O3/c1-2-5-3-6-4/h4H,2-3H2,1H3",92.0938
"ETOMEOH","CCOCO","InChI=1S/C3H8O2/c1-2-5-3-4/h4H,2-3H2,1H3",76.0944
"ETOMEPAN","CCOCC(=O)OON(=O)=O","InChI=1S/C4H7NO6/c1-2-9-3-4(6)10-11-5(7)8/h2-3H2,1H3",165.1015
"ETOMECO3H","CCOCC(=O)OO","InChI=1S/C4H8O4/c1-2-7-3-4(5)8-6/h6H,2-3H2,1H3",120.1039
"ETOMECO2H","CCOCC(=O)O","InChI=1S/C4H8O3/c1-2-7-3-4(5)6/h2-3H2,1H3,(H,5,6)",104.1045
"ACETETCHO","O=CCOC(=O)C","InChI=1S/C4H6O3/c1-4(6)7-3-2-5/h2H,3H2,1H3",102.0886
"ACETMECO3","CC(=O)OCC(=O)O[O]","InChI=1S/C4H5O5/c1-3(5)8-2-4(6)9-7/h2H2,1H3",133.0795
"ACETMECO2","CC(=O)OCC(=O)[O]","InChI=1S/C4H5O4/c1-3(5)8-2-4(6)7/h2H2,1H3",117.0801
"ACETMECO3H","CC(=O)OCC(=O)OO","InChI=1S/C4H6O5/c1-3(5)8-2-4(6)9-7/h7H,2H2,1H3",134.0874
"ACETMEPAN","O=C(COC(=O)C)OON(=O)=O","InChI=1S/C4H5NO7/c1-3(6)10-2-4(7)11-12-5(8)9/h2H2,1H3",179.0850
"HOACETETO2","[O]OC(C)OC(=O)CO","InChI=1S/C4H7O5/c1-3(9-7)8-4(6)2-5/h3,5H,2H2,1H3",135.0954
"HOACETETO","OCC(=O)OC(C)[O]","InChI=1S/C4H7O4/c1-3(6)8-4(7)2-5/h3,5H,2H2,1H3",119.0960
"HOACETEOOH","OOC(C)OC(=O)CO","InChI=1S/C4H8O5/c1-3(9-7)8-4(6)2-5/h3,5,7H,2H2,1H3",136.1033
"EOX2EOLAO","CCOC([O])CO","InChI=1S/C4H9O3/c1-2-7-4(6)3-5/h4-5H,2-3H2,1H3",105.1125
"EOX2EOLBO","OCCOC(C)[O]","InChI=1S/C4H9O3/c1-4(6)7-3-2-5/h4-5H,2-3H2,1H3",105.1125
"BUOX2ETOH","CCCCOCCO","InChI=1S/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3",118.1742
"BOX2EOHAO2","CCCC(O[O])OCCO","InChI=1S/C6H13O4/c1-2-3-6(10-8)9-5-4-7/h6-7H,2-5H2,1H3",149.1650
"BOX2EOHBO2","CCCCOC(CO)O[O]","InChI=1S/C6H13O4/c1-2-3-4-9-6(5-7)10-8/h6-7H,2-5H2,1H3",149.1650
"BOX2ECHO","CCCCOCC=O","InChI=1S/C6H12O2/c1-2-3-5-8-6-4-7/h4H,2-3,5-6H2,1H3",116.1583
"BOXEOHANO3","OCCOC(CCC)ON(=O)=O","InChI=1S/C6H13NO5/c1-2-3-6(11-5-4-8)12-7(9)10/h6,8H,2-5H2,1H3",179.1711
"BOX2OHAOOH","CCCC(OO)OCCO","InChI=1S/C6H14O4/c1-2-3-6(10-8)9-5-4-7/h6-8H,2-5H2,1H3",150.1730
"PRCOOETOH","CCCC(=O)OCCO","InChI=1S/C6H12O3/c1-2-3-6(8)9-5-4-7/h7H,2-5H2,1H3",132.1577
"BOXOHETOH","CCCC(O)OCCO","InChI=1S/C6H14O3/c1-2-3-6(8)9-5-4-7/h6-8H,2-5H2,1H3",134.1736
"BOXCHO","CCCCOC=O","InChI=1S/C5H10O2/c1-2-3-4-7-5-6/h5H,2-4H2,1H3",102.1317
"BOXEOHBNO3","CCCCOC(CO)ON(=O)=O","InChI=1S/C6H13NO5/c1-2-3-4-11-6(5-8)12-7(9)10/h6,8H,2-5H2,1H3",179.1711
"BOX2OHBOOH","CCCCOC(CO)OO","InChI=1S/C6H14O4/c1-2-3-4-9-6(5-7)10-8/h6-8H,2-5H2,1H3",150.1730
"BOX2COMOH","CCCCOC(=O)CO","InChI=1S/C6H12O3/c1-2-3-4-9-6(8)5-7/h7H,2-5H2,1H3",132.1577
"BOX2E2OH","CCCCOC(O)CO","InChI=1S/C6H14O3/c1-2-3-4-9-6(8)5-7/h6-8H,2-5H2,1H3",134.1736
"BOX2MO2","CCCCOCO[O]","InChI=1S/C5H11O3/c1-2-3-4-7-5-8-6/h2-5H2,1H3",119.1390
"BOXMCO3","CCCCOCC(=O)O[O]","InChI=1S/C6H11O4/c1-2-3-4-9-5-6(7)10-8/h2-5H2,1H3",147.1491
"BOXMCO2","CCCCOCC(=O)[O]","InChI=1S/C6H11O3/c1-2-3-4-9-5-6(7)8/h2-5H2,1H3",131.1497
"BOXMOOH","CCCCOCOO","InChI=1S/C5H12O3/c1-2-3-4-7-5-8-6/h6H,2-5H2,1H3",120.1470
"BOXMOH","CCCCOCO","InChI=1S/C5H12O2/c1-2-3-4-7-5-6/h6H,2-5H2,1H3",104.1476
"BOXMPAN","CCCCOCC(=O)OON(=O)=O","InChI=1S/C6H11NO6/c1-2-3-4-11-5-6(8)12-13-7(9)10/h2-5H2,1H3",193.1546
"BOXMCO3H","CCCCOCC(=O)OO","InChI=1S/C6H12O4/c1-2-3-4-9-5-6(7)10-8/h8H,2-5H2,1H3",148.1571
"BOXMCO2H","CCCCOCC(=O)O","InChI=1S/C6H12O3/c1-2-3-4-9-5-6(7)8/h2-5H2,1H3,(H,7,8)",132.1577
"PRCOOMCHO","CCCC(=O)OCC=O","InChI=1S/C6H10O3/c1-2-3-6(8)9-5-4-7/h4H,2-3,5H2,1H3",130.1418
"BOXCOCHO","CCCCOC(=O)C=O","InChI=1S/C6H10O3/c1-2-3-4-9-6(8)5-7/h5H,2-4H2,1H3",130.1418
"PRCOOMCO2","CCCC(=O)OCC(=O)[O]","InChI=1S/C6H9O4/c1-2-3-6(9)10-4-5(7)8/h2-4H2,1H3",145.1333
"PRCOOMCO3","CCCC(=O)OCC(=O)O[O]","InChI=1S/C6H9O5/c1-2-3-5(7)10-4-6(8)11-9/h2-4H2,1H3",161.1327
"PRCOOMO2","CCCC(=O)OCO[O]","InChI=1S/C5H9O4/c1-2-3-5(6)8-4-9-7/h2-4H2,1H3",133.1226
"PRCOOMPAN","CCCC(=O)OCC(=O)OON(=O)=O","InChI=1S/C6H9NO7/c1-2-3-5(8)12-4-6(9)13-14-7(10)11/h2-4H2,1H3",207.1382
"PRCOOMCO3H","CCCC(=O)OCC(=O)OO","InChI=1S/C6H10O5/c1-2-3-5(7)10-4-6(8)11-9/h9H,2-4H2,1H3",162.1406
"BOXCOCHOO2","CCCC(OC(=O)C=O)O[O]","InChI=1S/C6H9O5/c1-2-3-6(11-9)10-5(8)4-7/h4,6H,2-3H2,1H3",161.1327
"BOXCOALOOH","CCCC(OC(=O)C=O)OO","InChI=1S/C6H10O5/c1-2-3-6(11-9)10-5(8)4-7/h4,6,9H,2-3H2,1H3",162.1406
"PRCOOMOOH","CCCC(=O)OCOO","InChI=1S/C5H10O4/c1-2-3-5(6)8-4-9-7/h7H,2-4H2,1H3",134.1305
"BOXFORMO2","CCCC(O[O])OC=O","InChI=1S/C5H9O4/c1-2-3-5(9-7)8-4-6/h4-5H,2-3H2,1H3",133.1226
"BOXCOCHOO","CCCC([O])OC(=O)C=O","InChI=1S/C6H9O4/c1-2-3-5(8)10-6(9)4-7/h4-5H,2-3H2,1H3",145.1333
"BOX2EOHAO","CCCC([O])OCCO","InChI=1S/C6H13O3/c1-2-3-6(8)9-5-4-7/h6-7H,2-5H2,1H3",133.1656
"BOX2EOHBO","CCCCOC([O])CO","InChI=1S/C6H13O3/c1-2-3-4-9-6(8)5-7/h6-7H,2-5H2,1H3",133.1656
"BOX2MO","CCCCOC[O]","InChI=1S/C5H11O2/c1-2-3-4-7-5-6/h2-5H2,1H3",103.1396
"PRCOOMO","CCCC(=O)OC[O]","InChI=1S/C5H9O3/c1-2-3-5(7)8-4-6/h2-4H2,1H3",117.1232
"PR2OHMOX","COCC(C)O","InChI=1S/C4H10O2/c1-4(5)3-6-2/h4-5H,3H2,1-2H3",90.1210
"PRONEMOX","COCC(=O)C","InChI=1S/C4H8O2/c1-4(5)3-6-2/h3H2,1-2H3",88.1051
"PR2OHMOXO2","COC(O[O])C(C)O","InChI=1S/C4H9O4/c1-3(5)4(7-2)8-6/h3-5H,1-2H3",121.1119
"PR2OHMONO3","COC(ON(=O)=O)C(C)O","InChI=1S/C4H9NO5/c1-3(6)4(9-2)10-5(7)8/h3-4,6H,1-2H3",151.1180
"PR2OHMOOOH","COC(OO)C(C)O","InChI=1S/C4H10O4/c1-3(5)4(7-2)8-6/h3-6H,1-2H3",122.1198
